ID,IMDB ID,Title,Original Title,Spoken Languages,Collection,Release Date,Genres,Tagline,Overview,Runtime,Production Companies,Production Countries,Budget,Revenue,Vote Average,Vote Count,Popularity,Homepage,Status,Poster Path
10947,tt0475293,High School Musical,High School Musical,English,High School Musical Collection,2006-01-20,"Comedy, Drama, Family, Music, TV Movie",This School Rocks Like No Other!,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",98 mins,Disney Channel,United States of America,"4,200,000",0,6.1,"1,048",10.187478,http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html,Released,/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg
9615,tt0463985,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,"English, 日本語",The Fast and the Furious Collection,2006-06-03,"Action, Crime, Drama, Thriller","On the streets of Tokyo, speed needs no translation...","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",104 mins,Universal Pictures,"Japan, United States of America","85,000,000","158,468,292",6.1,"1,749",2.238808,http://www.thefastandthefurious3.com/,Released,/f9V0iTSYwnxW6tPIjSE7jrGC7eP.jpg
7484,tt0400717,Open Season,Open Season,English,Open Season Collection,2006-09-29,"Adventure, Animation, Family",One Fur All & All Fur One,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",83 mins,Sony Pictures Animation,United States of America,"85,000,000","197,309,027",6.1,676,11.744242,http://www.sonypictures.com/movies/openseason/,Released,/9TY3wQPNhZ60Mng0JetKEOfXqxU.jpg
1975,tt0433386,The Grudge 2,The Grudge 2,"English, 日本語, Pусский",The Grudge Collection,2006-10-13,"Horror, Thriller","What Was Once Trapped, Will Now Be Unleashed","In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",102 mins,"Columbia Pictures Corporation, Ghost House Pictures, Vertigo Entertainment",United States of America,"20,000,000","39,143,839",5.3,288,6.768804,http://www.sonypictures.com/homevideo/thegrudge2/,Released,/lPN7FyCuPDHwoupcuPT72cRE8lY.jpg
5890,tt0431641,Azumi 2: Death or Love,あずみ２ Death or Love,"日本語, Português",Azumi Collection,2005-03-12,Action,Love Or Duty... An Assassin Must Choose,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",108 mins,,Japan,0,0,6.4,45,6.754744,http://web.archive.org/web/20080210100832/http://www.azumi2.jp/index.html,Released,/aQXLfLihzgh5ZR3wVIOJHYsYQAe.jpg
14620,tt0457297,The Butterfly Effect 2,The Butterfly Effect 2,English,The Butterfly Effect Collection,2006-10-10,"Drama, Science Fiction, Thriller",Can you change your past without destroying your future?,"After his girlfriend, Julie and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",95 mins,"New Line Cinema, FilmEngine, BenderSpink",United States of America,0,0,4.6,255,5.776666,http://www.newline.com/properties/butterflyeffect2the.html,Released,/nw0qNvyIGiGMvQOTNpxYeERyCn8.jpg
36557,tt0381061,Casino Royale,Casino Royale,"English, Français",James Bond Collection,2006-11-14,"Adventure, Action, Thriller",Everyone has a past. Every legend has a beginning.,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",144 mins,"Eon Productions, Stillking Films, Babelsberg Film","Italy, United Kingdom, United States of America, Czech Republic, Germany","150,000,000","599,045,960",7.3,"3,930",23.065078,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),Released,/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg
9836,tt0366548,Happy Feet,Happy Feet,English,Happy Feet Collection,2006-11-16,"Animation, Comedy",WARNING: May Cause Toe-Tapping.,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",108 mins,"Kennedy Miller Productions, Animal Logic",Australia,"100,000,000","384,335,608",5.9,"1,457",15.088318,http://www.warnerbros.com/happy-feet,Released,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg
10032,tt0480271,Van Wilder 2: The Rise of Taj,Van Wilder 2: The Rise of Taj,English,National Lampoon’s Van Wilder Collection,2006-12-01,Comedy,The Legend is Growing.,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",97 mins,Metro-Goldwyn-Mayer (MGM),United States of America,0,"6,086,508",5.1,162,5.985236,http://www.riseoftaj.com/,Released,/sGX7RUBhf9i8nI3cfGHISDnAna0.jpg
1246,tt0479143,Rocky Balboa,Rocky Balboa,"English, Español",Rocky Collection,2006-12-20,Drama,It ain't over 'til it's over.,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",102 mins,"Columbia Pictures, Revolution Studios, Rogue Marble, Metro-Goldwyn-Mayer (MGM)",United States of America,"24,000,000","155,721,132",6.5,858,11.697604,http://www.rocky.com/,Released,/usZMPGxyRsyOpX5nuqHFxH3qlMh.jpg
14277,tt0831315,Loose Change: 2nd Edition,Loose Change: 2nd Edition,English,Loose Change Collection,2006-06-01,Documentary,What really happened on 9/11?,"What if...September 11th was not a surprise attack on America, but rather, a cold and calculated genocide by our own government?We were told that the twin towers were hit by commercial jetliners and subsequently brought down by jet fuel. We were told that the Pentagon was hit by a Boeing 757. We were told that flight 93 crashed in Shanksville, Pennsylvania. We were told that nineteen Arabs from halfway across the globe, acting under orders from Osama Bin Laden, were responsible. What you will see here will prove without a shadow of a doubt that everything you know about 9/11 is a complete fabrication. Conspiracy theory? It's not a theory if you can prove it.Written and narrated by Dylan Avery, this film presents a rebuttal to the official version of the September 11, 2001 terrorist attacks and the 9/11 Commission Report.",100 mins,Polar Film   Medien GmbH,United States of America,"5,000",0,6.3,16,0.651714,http://www.loosechange911.com/,Released,/isRGTPFiX8IwM1dNXQ1SUoticvY.jpg
8275,tt0808146,American Pie Presents: The Naked Mile,American Pie Presents: The Naked Mile,English,American Pie (Spin-off) Collection,2006-12-07,Comedy,the most outrageous slice of pie!,"The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus",97 mins,"Rogue Pictures, Capital Arts Entertainment, Neo Art & Logic, Universal Studios Home Entertainment",United States of America,0,0,5.3,507,8.152676,http://www.americanreunionmovie.com/,Released,/uIqZ7Pt0xMAcQAXUc2nziZc4T47.jpg
1248,tt0367959,Hannibal Rising,Hannibal Rising,"English, Deutsch, Pусский",The Hannibal Lecter Anthology,2007-02-06,"Crime, Drama, Thriller",It started with revenge.,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",121 mins,"Ingenious Film Partners, ETIC Films, Quinta Communications, Dino De Laurentiis Company, Zephyr Films, Young Hannibal Productions, Carthago Films S.a.r.l.","United Kingdom, Czech Republic, France, Italy","50,000,000","82,169,884",6.0,666,2.159558,http://hannibalrising.com/,Released,/k1QRG9qZzuuJe4JTTpe4jlnQ5tt.jpg
14761,tt0380268,Cocaine Cowboys,Cocaine Cowboys,English,Cocaine Cowboys,2006-04-26,"Action, Documentary",How Miami became the cocaine capital of the United States!,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. ""Cocaine Cowboys"" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen.",118 mins,Rakontur,United States of America,0,"163,000",7.5,56,2.941626,http://www.magpictures.com/profile.aspx?id=9833910c-fd4a-4fcb-a734-b3d252473a03,Released,/1Kqwllyvr4n3rLMvH2K17bavxT3.jpg
1250,tt0259324,Ghost Rider,Ghost Rider,English,Ghost Rider Collection,2007-02-16,"Thriller, Action, Fantasy, Horror",Hell Is About To Be Unleashed,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",114 mins,"Columbia Pictures Corporation, Relativity Media, Michael De Luca Productions, Marvel Enterprises, Crystal Sky Pictures, GH One, Vengeance Productions Pty. Ltd.","United States of America, Australia","110,000,000","228,738,393",5.2,"1,754",11.902354,http://www.sonypictures.com/movies/ghostrider/,Released,/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg
13185,tt0435680,Kidulthood,Kidulthood,English,Kidulthood Collection,2006-03-03,Drama,Before adulthood comes...,A day in the life of a group of troubled 15-year-olds growing up in west London.,89 mins,"Cipher Films, Stealth Films Limited, TMC Films",United Kingdom,"994,000","165,000",6.2,61,5.230003,http://www.kidulthood.co.uk/,Released,/73YPIfNWJOFup8F8gYBA7vUEvp0.jpg
1271,tt0416449,300,300,English,300 Collection,2006-12-09,"Action, Adventure, War","Spartans, prepare for glory!","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",117 mins,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films",United States of America,"65,000,000","422,610,419",7.0,"5,092",18.108408,http://300themovie.warnerbros.com,Released,/bYR8O1H1ZlME7Dm9ysfTYZnRDpw.jpg
559,tt0413300,Spider-Man 3,Spider-Man 3,"English, Français",Spider-Man Collection,2007-05-01,"Fantasy, Action, Adventure",The battle within.,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",139 mins,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,"258,000,000","890,871,626",5.9,"3,687",27.614265,http://www.sonypictures.com/movies/spider-man3/,Released,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg
2269,tt0409904,Day Watch,Дневной дозор,Pусский,World of Watches Collection,2006-01-01,"Fantasy, Horror",The second chapter in the epic fantasy trilogy,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",132 mins,"Bazelevs Production, Channel One Russia, TABBAK",Russia,"4,200,000","38,862,717",6.2,170,7.42908,http://www.foxsearchlight.com/daywatch/,Released,/9TBOWJUa4igq9FkDWhZRK72K4vQ.jpg
